STATE,LIBNAME,ADDRESS,CITY,ZIP,CNTY,SQ_FEET,HOURS,WKS_OPEN,LONGITUD,LATITUDE
CA,CHINO HILLS,14020 CITY CENTER DRIVE,CHINO HILLS,91709,SAN BERNARDINO,27975,-1,-1,-117.730256,33.999442
CA,KAISER BRANCH LIBRARY,11155 ALMOND AVE.,FONTANA,92337,SAN BERNARDINO,5500,-1,-1,-117.493323,34.05068
CA,SAN BERNARDINO COUNTY BOOKMOBILE II,1111 BAILEY,NEEDLES,92363,SAN BERNARDINO,-3,300,-1,-114.618289,34.835626
CA,PHELAN MEMORIAL LIBRARY,9800 CLOVIS ROAD,PHELAN,92371,SAN BERNARDINO,8400,-1,-1,-117.57476,34.426373
CA,CARTER BRANCH LIBRARY,2630 N. LINDEN AVENUE,RIALTO,92377,SAN BERNARDINO,7540,-1,-1,-117.401022,34.14747
CA,SUMMIT BRANCH LIBRARY,15551 SUMMIT AVENUE,FONTANA,92336,SAN BERNARDINO,7768,-1,-1,-117.465168,34.15039
CA,CAL AERO PRESERVE ACADEMY BRANCH LIBRARY,15850 MAIN STREET,CHINO,91708,SAN BERNARDINO,6440,-1,-1,-117.622948,33.965515
CA,NORMAN F. FELDHEYM LIBRARY,555 W. SIXTH ST.,SAN BERNARDINO,92410,SAN BERNARDINO,64000,2250,52,-117.295369,34.11014
CA,HOWARD M. ROWE BRANCH LIBRARY,108 E. MARSHALL BLVD.,SAN BERNARDINO,92404,SAN BERNARDINO,6000,1000,52,-117.284746,34.1495
CA,PAUL VILLASENOR BRANCH LIBRARY,525 N. MT. VERNON AVE.,SAN BERNARDINO,92411,SAN BERNARDINO,7500,1000,52,-117.313816,34.10883
CA,DOROTHY INGHRAM BRANCH LIBRARY,1505 W. HIGHLAND AVE.,SAN BERNARDINO,92411,SAN BERNARDINO,3000,1000,52,-117.318583,34.13604
CA,SAN BRUNO PUBLIC LIBRARY,701 ANGUS AVE. W.,SAN BRUNO,94066,SAN MATEO,15600,2860,52,-122.414599,37.62557
CA,ALPINE LIBRARY,2130 ARNOLD WAY,ALPINE,91901,SAN DIEGO,3018,2314,52,-116.768286,32.83519
CA,BONITA-SUNNYSIDE LIBRARY,4375 BONITA RD,BONITA,91902,SAN DIEGO,10000,2964,52,-117.033441,32.66061
CA,BORREGO SPRINGS LIBRARY,"587 PALM CANYON DRIVE, SUITE 125",BORREGO SPRINGS,92004,SAN DIEGO,3787,2184,52,-116.380632,33.25651
CA,CAMPO-MORENA VILLAGE LIBRARY,31356 HIGHWAY 94,CAMPO,91906,SAN DIEGO,2480,2132,52,-116.476013,32.62065
CA,CARDIFF LIBRARY,2081 NEWCASTLE AVENUE,CARDIFF,92007,SAN DIEGO,5977,2756,52,-117.281699,33.02199
CA,CASA DE ORO LIBRARY,9805 CAMPO RD. #180,SPRING VALLEY,91977,SAN DIEGO,6200,2756,52,-116.985246,32.74795
CA,CREST LIBRARY,105 JUANITA LANE,EL CAJON,92021,SAN DIEGO,1583,2080,52,-116.867546,32.80421
CA,DEL MAR LIBRARY,1309 CAMINO DEL MAR,DEL MAR,92014,SAN DIEGO,5286,2522,52,-117.264516,32.95773
CA,DESCANSO LIBRARY,9545 RIVER DRIVE,DESCANSO,91916,SAN DIEGO,3000,2132,52,-116.61484,32.85951
CA,EL CAJON LIBRARY,201 E. DOUGLAS AVE,EL CAJON,92020,SAN DIEGO,30166,3172,52,-116.960349,32.7938
CA,FALLBROOK LIBRARY,113 S.MAIN AVE.,FALLBROOK,92028,SAN DIEGO,2500,3016,52,-117.251373,33.381943
CA,FLETCHER HILLS LIBRARY,576 GARFIELD AVE.,EL CAJON,92020,SAN DIEGO,3256,2080,52,-116.997493,32.8018
CA,IMPERIAL BEACH LIBRARY,810 IMPERIAL BEACH BLVD.,IMPERIAL BEACH,91932,SAN DIEGO,5100,2756,52,-117.116293,32.57657
CA,JACUMBA LIBRARY,44605 OLD HIGHWAY 80,JACUMBA,91934,SAN DIEGO,2400,2132,52,-116.189244,32.6176
CA,JULIAN LIBRARY,1850 HIGHWAY 78,JULIAN,92036,SAN DIEGO,9700,2340,52,-116.599268,33.0765
CA,LAKESIDE LIBRARY,9839 VINE ST.,LAKESIDE,92040,SAN DIEGO,5000,2756,52,-116.920652,32.85828
CA,LA MESA LIBRARY,8074 ALLISON AVE.,LA MESA,91941,SAN DIEGO,10000,3172,52,-117.023552,32.766
CA,LEMON GROVE LIBRARY,8073 BROADWAY,LEMON GROVE,91945,SAN DIEGO,9000,2756,52,-117.024072,32.74317
CA,LINCOLN ACRES LIBRARY,2725 GRANGER AVENUE,NATIONAL CITY,91950,SAN DIEGO,854,2080,52,-117.071536,32.66657
CA,PINE VALLEY LIBRARY,28804 OLD HIGHWAY 80,PINE VALLEY,91962,SAN DIEGO,1920,2132,52,-116.531916,32.82401
CA,POTRERO LIBRARY,24883 POTRERO VALLEY ROAD,POTRERO,91963,SAN DIEGO,2500,2132,52,-116.613308,32.6119
CA,POWAY LIBRARY,13137 POWAY ROAD,POWAY,92064,SAN DIEGO,20000,3172,52,-117.046404,32.95643
CA,RAMONA LIBRARY,1406 MONTECITO RD.,RAMONA,92065,SAN DIEGO,4880,2756,52,-116.876831,33.03805
CA,RANCHO SANTA FE LIBRARY,17040 AVENIDA DE ACACIAS,RANCHO SANTA FE,92067,SAN DIEGO,8241,2496,52,-117.205073,33.02076
CA,SAN MARCOS LIBRARY,2 CIVIC CENTER DRIVE,SAN MARCOS,92069,SAN DIEGO,15394,3172,52,-117.160692,33.14117
CA,SANTEE LIBRARY,9225 CARLTON HILLS BLVD. #17,SANTEE,92071,SAN DIEGO,9300,3172,52,-116.99781,32.84433
CA,SOLANA BEACH LIBRARY,157 STEVENS AVENUE,SOLANA BEACH,92075,SAN DIEGO,10770,3176,52,-117.262391,32.99506
CA,SPRING VALLEY LIBRARY,836 KEMPTON STREET,SPRING VALLEY,91977,SAN DIEGO,12630,2756,52,-117.001719,32.71239
CA,VALLEY CENTER LIBRARY,29200 COLE GRADE ROAD,VALLEY CENTER,92082,SAN DIEGO,14068,2964,52,-117.023658,33.24336
CA,VISTA LIBRARY,700 EUCALYPTUS AVE.,VISTA,92084,SAN DIEGO,30394,3172,52,-117.233204,33.20178
CA,NORTH MOBILE LIBRARY,700 EUCALYPTUS AVENUE,VISTA,92084,SAN DIEGO,-3,924,48,-117.233204,33.201789
CA,RANCHO SAN DIEGO LIBRARY,11555 VIA RANCHO SAN DIEGO,EL CAJON,92019,SAN DIEGO,19500,2964,52,-116.929354,32.74853
CA,EAST MOBILE LIBRARY,11555 VIA RANCHO SAN DIEGO,EL CAJON,92019,SAN DIEGO,-3,960,48,-116.929353,32.748532
CA,4S RANCH,10433 RESERVE DR,SAN DIEGO,92127,SAN DIEGO,7214,2756,52,-117.115238,33.02003
CA,ENCINITAS LIBRARY,540 CORNISH DR.,ENCINITAS,92024,SAN DIEGO,25000,3172,52,-117.2902,33.04577
CA,SAN DIEGO CENTRAL LIBRARY,820 E ST.,SAN DIEGO,92101,SAN DIEGO,144560,2492,52,-117.157174,32.714
CA,BALBOA BRANCH LIBRARY,4255 MT. ABERNATHY AVE.,SAN DIEGO,92117,SAN DIEGO,5092,1935,51,-117.175534,32.82181
CA,MOUNTAIN VIEW/BECKWOURTH BRANCH LIBRARY,721 SAN PASQUAL ST.,SAN DIEGO,92113,SAN DIEGO,8000,1935,51,-117.103032,32.69859
CA,ALLIED GARDENS / BENJAMIN BRANCH LIBRARY,5188 ZION AVE.,SAN DIEGO,92120,SAN DIEGO,6900,1935,51,-117.081118,32.79285
CA,CLAIREMONT BRANCH LIBRARY,2920 BURGENER BLVD.,SAN DIEGO,92110,SAN DIEGO,4437,1935,51,-117.193758,32.79368
CA,COLLEGE-ROLANDO BRANCH LIBRARY,6600 MONTEZUMA ROAD,SAN DIEGO,92115,SAN DIEGO,15222,1935,51,-117.056303,32.76897
CA,CITY HEIGHTS / WEINGART BRANCH LIBRARY,3795 FAIRMOUNT AVE.,SAN DIEGO,92105,SAN DIEGO,14850,2137,52,-117.100881,32.74758
CA,LA JOLLA / RIFORD BRANCH LIBRARY,7555 DRAPER AVENUE,LA JOLLA,92037,SAN DIEGO,25000,2397,51,-117.27635,32.8405
CA,LINDA VISTA BRANCH LIBRARY,2160 ULRIC ST.,SAN DIEGO,92111,SAN DIEGO,10000,1935,51,-117.169699,32.78322
CA,LOGAN HEIGHTS BRANCH LIBRARY,567 S. 28TH ST.,SAN DIEGO,92113,SAN DIEGO,25000,1706,44,-117.133824,32.699315
CA,MIRA MESA BRANCH LIBRARY,8405 NEW SALEM ST.,SAN DIEGO,92126,SAN DIEGO,20278,1935,51,-117.141942,32.91572
CA,MISSION HILLS BRANCH LIBRARY,925 W. WASHINGTON STREET,SAN DIEGO,92103,SAN DIEGO,3850,1861,49,-117.171649,32.74975
CA,KENSINGTON-NORMAL HEIGHTS BRANCH LIBRARY,4121 ADAMS AVE.,SAN DIEGO,92116,SAN DIEGO,2318,1935,51,-117.106803,32.7632
CA,NORTH CLAIREMONT BRANCH LIBRARY,4616 CLAIREMONT DR.,SAN DIEGO,92117,SAN DIEGO,5136,1935,51,-117.206143,32.82842
CA,NORTH PARK BRANCH LIBRARY,3795 31ST ST.,SAN DIEGO,92104,SAN DIEGO,8000,2075,51,-117.127122,32.74716
CA,OAK PARK BRANCH LIBRARY,2802 54TH ST.,SAN DIEGO,92105,SAN DIEGO,5200,2173,51,-117.079666,32.73498
CA,OCEAN BEACH BRANCH LIBRARY,4801 SANTA MONICA AVE.,SAN DIEGO,92107,SAN DIEGO,4579,1935,51,-117.247045,32.74566
CA,OTAY MESA-NESTOR BRANCH LIBRARY,3003 CORONADO AVE.,SAN DIEGO,92154,SAN DIEGO,15000,2136,52,-117.068564,32.57695
CA,PACIFIC BEACH / EARL & BIRDIE TAYLOR BRANCH LIBRARY,4275 CASS ST.,SAN DIEGO,92109,SAN DIEGO,12484,1922,47,-117.250782,32.794
CA,PARADISE HILLS BRANCH LIBRARY,5922 RANCHO HILLS DR.,SAN DIEGO,92139,SAN DIEGO,3875,1935,51,-117.06107,32.67245
CA,POINT LOMA/HERVEY BRANCH LIBRAY,3701 VOLTAIRE STREET,SAN DIEGO,92107,SAN DIEGO,25890,2131,51,-117.229111,32.74017
CA,RANCHO BERNARDO BRANCH LIBRARY,17110 BERNARDO CENTER DR.,SAN DIEGO,92128,SAN DIEGO,22950,2137,52,-117.074497,33.0246
CA,RANCHO PENASQUITOS BRANCH LIBRARY,13355 SALMON RIVER RD.,SAN DIEGO,92129,SAN DIEGO,20650,1935,51,-117.122024,32.95896
CA,SAN CARLOS BRANCH LIBRARY,7265 JACKSON DR.,SAN DIEGO,92119,SAN DIEGO,8200,2137,52,-117.040848,32.80157
CA,SAN YSIDRO BRANCH LIBRARY,101 W. SAN YSIDRO BLVD.,SAN DIEGO,92173,SAN DIEGO,4089,1935,51,-117.044305,32.55233
CA,SCRIPPS MIRAMAR RANCH LIBRARY CENTER,10301 SCRIPPS LAKE DRIVE,SAN DIEGO,92131,SAN DIEGO,21700,1935,51,-117.101936,32.91168
CA,SERRA MESA BRANCH LIBRARY,9005 AERO DRIVE,SAN DIEGO,92123,SAN DIEGO,15626,1991,51,-117.133964,32.80974
CA,SKYLINE HILLS BRANCH LIBRARY,480 S. MEADOWBROOK DR.,SAN DIEGO,92114,SAN DIEGO,4400,1935,51,-117.026359,32.69797
CA,TIERRASANTA BRANCH LIBRARY,4985 LA CUENTA DR.,SAN DIEGO,92124,SAN DIEGO,8766,1935,51,-117.098065,32.82112
CA,UNIVERSITY COMMUNITY BRANCH LIBRARY,4155 GOVERNOR DR.,SAN DIEGO,92122,SAN DIEGO,10000,1935,51,-117.200981,32.8542
CA,UNIVERSITY HEIGHTS BRANCH LIBRARY,4193 PARK BLVD.,SAN DIEGO,92103,SAN DIEGO,3749,1935,51,-117.146273,32.75376
CA,"VALENCIA/MALCOLM X LIBRARY & PERFORMING ARTS CENTER, VALENCI",5148 MARKET ST.,SAN DIEGO,92114,SAN DIEGO,26000,2385,52,-117.082123,32.71042
CA,CARMEL VALLEY BRANCH LIBRARY,3919 TOWNSGATE DR.,SAN DIEGO,92130,SAN DIEGO,13050,2137,52,-117.230988,32.95244
CA,CARMEL MOUNTAIN RANCH BRANCH LIBRARY,12095 WORLD TRADE DR.,SAN DIEGO,92128,SAN DIEGO,13000,1935,51,-117.074366,32.98169
CA,MISSION VALLEY,2123 NO. MISSION CENTER PARKWAY,SAN DIEGO,92108,SAN DIEGO,19760,2137,52,-117.127397,32.77924
CA,NORTH UNIVERSITY COMMUNITY BRANCH LIBRARY,8820 JUDICIAL DRIVE,SAN DIEGO,92122,SAN DIEGO,15000,1935,51,-117.204658,32.87264
CA,MAIN LIBRARY,100 LARKIN ST.,SAN FRANCISCO,94102,SAN FRANCISCO,376000,3000,50,-122.416606,37.77876
CA,ANZA BRANCH LIBRARY,550 37TH AVE.,SAN FRANCISCO,94121,SAN FRANCISCO,-3,-3,-3,-122.497508,37.7785
CA,BERNAL HEIGHTS BRANCH LIBRARY,500 CORTLAND AVE.,SAN FRANCISCO,94110,SAN FRANCISCO,8777,961,21,-122.416392,37.73904
CA,CHINATOWN BRANCH LIBRARY,1135 POWELL ST.,SAN FRANCISCO,94108,SAN FRANCISCO,17858,2780,52,-122.409799,37.79506
CA,EUREKA VALLEY HARVEY MILK MEMORIAL BRANCH LIBRARY,1 JOSE SARIA COURT,SAN FRANCISCO,94114,SAN FRANCISCO,6465,1521,35,-122.431976,37.76431
CA,EXCELSIOR BRANCH LIBRARY,4400 MISSION ST.,SAN FRANCISCO,94112,SAN FRANCISCO,8307,2780,52,-122.432986,37.72712
CA,GLEN PARK BRANCH LIBRARY,2825 DIAMOND.,SAN FRANCISCO,94131,SAN FRANCISCO,7185,2007,52,-122.433952,37.73415
CA,GOLDEN GATE VALLEY BRANCH LIBRARY,1801 GREEN ST.,SAN FRANCISCO,94123,SAN FRANCISCO,6737,723,18,-122.42889,37.7969
CA,INGLESIDE BRANCH LIBRARY,1298 OCEAN AVENUE,SAN FRANCISCO,94112,SAN FRANCISCO,6075,2102,41,-122.456351,37.723935
CA,MARINA BRANCH LIBRARY,1890 CHESTNUT ST.,SAN FRANCISCO,94123,SAN FRANCISCO,7633,2469,52,-122.434313,37.80107
CA,MERCED BRANCH LIBRARY,155 WINSTON DR.,SAN FRANCISCO,94132,SAN FRANCISCO,-3,-3,-3,-122.474164,37.7268
CA,MISSION BRANCH LIBRARY,300 BARTLETT ST.,SAN FRANCISCO,94110,SAN FRANCISCO,10479,2780,52,-122.419594,37.75201
CA,NOE VALLEY - SALLY BRUNN BRANCH LIBRARY,451 JERSEY ST.,SAN FRANCISCO,94114,SAN FRANCISCO,6096,2243,52,-122.43514,37.75041
CA,NORTH BEACH BRANCH LIBRARY,2000 MASON ST.,SAN FRANCISCO,94133,SAN FRANCISCO,5530,2170,52,-122.412857,37.802
CA,OCEAN VIEW BRANCH LIBRARY,345 RANDOLPH ST.,SAN FRANCISCO,94132,SAN FRANCISCO,4794,2059,52,-122.46572,37.71426
CA,ORTEGA BRANCH LIBRARY,3223 ORTEGA ST.,SAN FRANCISCO,94122,SAN FRANCISCO,5057,1967,52,-122.497412,37.75144
CA,PARK BRANCH LIBRARY,1833 PAGE ST.,SAN FRANCISCO,94117,SAN FRANCISCO,8825,1208,25,-122.451008,37.77041
CA,PARKSIDE BRANCH LIBRARY,1200 TARAVAL ST.,SAN FRANCISCO,94116,SAN FRANCISCO,-3,-3,-3,-122.478995,37.7429
CA,PORTOLA BRANCH LIBRARY,380 BACON ST,SAN FRANCISCO,94134,SAN FRANCISCO,6427,1831,52,-122.406356,37.726934
CA,POTRERO BRANCH LIBRARY,1616 20TH ST.,SAN FRANCISCO,94107,SAN FRANCISCO,5428,664,17,-122.397474,37.75996
CA,PRESIDIO BRANCH LIBRARY,3150 SACRAMENTO ST.,SAN FRANCISCO,94115,SAN FRANCISCO,10205,1052,24,-122.444785,37.78847
CA,RICHMOND BRANCH LIBRARY,351 9TH AVE.,SAN FRANCISCO,94118,SAN FRANCISCO,13800,2784,52,-122.467586,37.781797
CA,SUNSET BRANCH LIBRARY,1305 18TH AVE.,SAN FRANCISCO,94122,SAN FRANCISCO,9580,2780,52,-122.476097,37.76344
CA,VISITACION VALLEY BRANCH LIBRARY,45 LELAND AVE.,SAN FRANCISCO,94134,SAN FRANCISCO,2300,1957,52,-122.404692,37.71154
CA,BAYVIEW - A. E. WADEN BRANCH LIBRARY,5075 THIRD ST.,SAN FRANCISCO,94124,SAN FRANCISCO,7287,2519,52,-122.391352,37.73262
CA,WEST PORTAL BRANCH LIBRARY,190 LENOX WAY,SAN FRANCISCO,94127,SAN FRANCISCO,8010,2780,52,-122.465981,37.74129
CA,WESTERN ADDITION BRANCH LIBRARY,1550 SCOTT ST.,SAN FRANCISCO,94115,SAN FRANCISCO,8000,2471,52,-122.437931,37.78415
CA,LIBRARY ON WHEELS,100 LARKIN STREET,SAN FRANCISCO,94102,SAN FRANCISCO,-3,348,52,-122.416606,37.778764
CA,CHILDREN'S BOOKMOBILE,100 LARKIN ST,SAN FRANCISCO,94102,SAN FRANCISCO,-3,576,48,-122.416606,37.778764
CA,BRANCH LIBRARY IMPROVEMENT PROGRAM #1 (602),100 LARKIN STREET,SAN FRANCISCO,94102,SAN FRANCISCO,-3,1128,52,-122.416606,37.778764
CA,BRANCH LIBRARY IMPROVEMENT PROGRAM #2 (611),100 LARKIN ST.,SAN FRANCISCO,94102,SAN FRANCISCO,-3,636,52,-122.416606,37.778764
CA,BRANCH LIBRARY IMPROVEMENT PROGRAM BOOKMOBILE #3 (612),100 LARKIN STREET,SAN FRANCISCO,94102,SAN FRANCISCO,-3,636,52,-122.416606,37.778764
CA,MISSION BAY BRANCH LIBRARY,960 4TH STREET,SAN FRANCISCO,94158,SAN FRANCISCO,7500,1935,52,-122.392055,37.7747
CA,"DR. MARTIN LUTHER KING, JR. LIBRARY",150 E SAN FERNANDO STREET,SAN JOSE,95112,SANTA CLARA,475000,3849,52,-121.886122,37.33575
CA,ALVISO LIBRARY,5050 N. 1ST ST.,ALVISO,95002,SANTA CLARA,6050,2354,52,-121.967374,37.4301
CA,BERRYESSA LIBRARY,3311 NOBLE AVE.,SAN JOSE,95132,SANTA CLARA,26000,2354,52,-121.841489,37.3931
CA,BIBLIOTECA LATINO AMERICANO,921 S. 1ST ST.,SAN JOSE,95110,SANTA CLARA,15100,2354,52,-121.879966,37.32235
CA,CALABAZAS LIBRARY,1230 BLANEY AVE.,SAN JOSE,95129,SANTA CLARA,5880,205,6,-122.023608,37.302
CA,CAMBRIAN LIBRARY,1780 HILLSDALE AVE.,SAN JOSE,95124,SANTA CLARA,27800,2354,52,-121.915402,37.26437
CA,EAST SAN JOSE CARNEGIE LIBRARY,1102 E. SANTA CLARA ST.,SAN JOSE,95116,SANTA CLARA,12000,1961,52,-121.868545,37.34659
CA,EDUCATIONAL PARK LIBRARY,1770 EDUCATIONAL PARK DR.,SAN JOSE,95133,SANTA CLARA,-3,-3,-3,-121.859422,37.3675
CA,JOYCE ELLINGTON BRANCH LIBRARY,491 E EMPIRE ST,SAN JOSE,95112,SANTA CLARA,14500,2354,52,-121.886681,37.349711
CA,EVERGREEN BRANCH LIBRARY,2635 ABORN RD.,SAN JOSE,95121,SANTA CLARA,22318,2354,52,-121.797581,37.31316
CA,HILLVIEW LIBRARY,1600 HOPKINS DR.,SAN JOSE,95122,SANTA CLARA,21398,2354,52,-121.831835,37.33775
CA,PEARL AVENUE LIBRARY,4270 PEARL AVENUE,SAN JOSE,95136,SANTA CLARA,14000,2354,52,-121.866823,37.267546
CA,SANTA TERESA LIBRARY,290 INTERNATIONAL CIR.,SAN JOSE,95119,SANTA CLARA,22000,952,52,-121.801928,37.23837
CA,SEVENTREES LIBRARY,3597 CAS DR.,SAN JOSE,95111,SANTA CLARA,-3,-3,-3,-121.832605,37.2845
CA,WEST VALLEY LIBRARY,1243 SAN TOMAS AQUINO RD.,SAN JOSE,95117,SANTA CLARA,20000,2354,52,-121.978741,37.30271
CA,WILLOW GLEN BRANCH LIBRARY,1157 MINNESOTA AVE.,SAN JOSE,95125,SANTA CLARA,13000,2354,52,-121.899402,37.3026
CA,VINELAND BRANCH LIBRARY,1450 BLOSSOM HILL RD,SAN JOSE,95118,SANTA CLARA,24000,2354,52,-121.892566,37.24057
CA,ROSE GARDEN LIBRARY,1580 NAGLEE AVE.,SAN JOSE,95126,SANTA CLARA,19000,5354,52,-121.926333,37.33218
CA,TULLY COMMUNITY BRANCH LIBRARY,880 TULLY RD,SAN JOSE,95111,SANTA CLARA,24000,2538,52,-121.841064,37.3121
CA,DR. ROBERTO CRUZ ALUM ROCK BRANCH LIBRARY,3090 ALUM ROCK AVE,SAN JOSE,95127,SANTA CLARA,26500,2354,52,-121.828243,37.36564
CA,ALMADEN BRANCH LIBRARY,6445 CAMDEN AVE,SAN JOSE,95120,SANTA CLARA,20000,2354,52,-121.865783,37.22073
CA,JOYCE ELLINGTON BRANCH LIBRARY,491 E EMPIRE ST,SAN JOSE,95112,SANTA CLARA,-3,-3,-3,-121.886681,37.34971
CA,EDENVALE BRANCH LIBRARY,101 BRANHAM LANE EAST,SAN JOSE,95111,SANTA CLARA,22220,2354,52,-121.831848,37.26606
CA,CARL MARTIN LUCK MEMORIAL LIBRARY,801 SECOND ST.,SAN JUAN BAUTISTA,95045,SAN BENITO,1500,1400,52,-121.539946,36.84756
CA,SAN LEANDRO PUBLIC MAIN LIBRARY,300 ESTUDILLO AVE.,SAN LEANDRO,94577,ALAMEDA,75000,3250,-1,-122.153309,37.72572
CA,MANOR BRANCH LIBRARY,1241 MANOR BLVD,SAN LEANDRO,94579,ALAMEDA,9500,2730,52,-122.152425,37.69128
CA,MULFORD-MARINA BRANCH LIBRARY,13699 AURORA DR.,SAN LEANDRO,94577,ALAMEDA,1680,936,-1,-122.182029,37.69781
CA,SOUTH BRANCH LIBRARY,14799 E. 14TH ST.,SAN LEANDRO,94578,ALAMEDA,1135,728,-1,-122.13345,37.70864
CA,SAN LUIS OBISPO CITY-COUNTY LIBRARY,995 PALM ST.,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,22814,1976,52,-120.662341,35.28257
CA,ATASCADERO LIBRARY,6850 MORRO RD.,ATASCADERO,93422,SAN LUIS OBISPO,7000,1976,52,-120.665923,35.48246
CA,CAMBRIA LIBRARY,900 MAIN ST.,CAMBRIA,93428,SAN LUIS OBISPO,2331,1508,52,-121.097874,35.56574
CA,CAYUCOS LIBRARY,310 B STREET,CAYUCOS,93430,SAN LUIS OBISPO,2400,780,52,-120.905667,35.452469
CA,CRESTON LIBRARY,6290 ADAMS,CRESTON,93432,SAN LUIS OBISPO,900,780,52,-120.522827,35.51891
CA,MORRO BAY LIBRARY,625 HARBOR ST.,MORRO BAY,93442,SAN LUIS OBISPO,6550,1872,52,-120.846238,35.36694
CA,NIPOMO LIBRARY,918 W. TEFFT,NIPOMO,93444,SAN LUIS OBISPO,4415,1612,52,-120.495661,35.03006
CA,SAN MIGUEL LIBRARY,254 13TH ST.,SAN MIGUEL,93451,SAN LUIS OBISPO,775,780,52,-120.599951,35.766
CA,SANTA MARGARITA LIBRARY,9630 MURPHY ST.,SANTA MARGARITA,93453,SAN LUIS OBISPO,900,936,52,-120.608175,35.38823
CA,SHANDON LIBRARY,240 EAST CENTRE STREET,SHANDON,93461,SAN LUIS OBISPO,400,520,52,-120.375571,35.65548
CA,SHELL BEACH LIBRARY,230 LEEWARD AVENUE,SHELL BEACH,93449,SAN LUIS OBISPO,910,780,52,-120.669416,35.15463
CA,SIMMLER LIBRARY,13080 SODA LAKE ROAD,CALIFORNIA VALLEY,93453,SAN LUIS OBISPO,294,260,52,-120.002788,35.32039
CA,LOS OSOS LIBRARY,2075 PALISADES AVE.,LOS OSOS,93402,SAN LUIS OBISPO,3976,1872,52,-120.836617,35.31243
CA,SOUTH COUNTY LIBRARY,800 W. BRANCH ST.,ARROYO GRANDE,93420,SAN LUIS OBISPO,12000,2158,52,-120.590381,35.12387
CA,SAN LUIS OBISPO BOOKMOBILE,995 PALM ST.,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,-3,144,48,-120.662341,35.282579
CA,OCEANO,1551 17TH STREET,OCEANO,93445,SAN LUIS OBISPO,1400,780,52,-120.612432,35.10374
CA,CROWELL PUBLIC LIBRARY,1890 HUNTINGTON DR.,SAN MARINO,91108,LOS ANGELES,29000,3224,52,-118.112501,34.11934
CA,ATHERTON LIBRARY,2 DINKELSPIEL STATION LANE,ATHERTON,94027,SAN MATEO,4790,2831,52,-122.197075,37.46363
CA,BELMONT LIBRARY,1110 ALAMEDA DE LAS PULGAS,BELMONT,94002,SAN MATEO,20230,3023,52,-122.293262,37.50973
CA,BRISBANE LIBRARY,250 VISITACION AVE.,BRISBANE,94005,SAN MATEO,2721,2164,52,-122.403515,37.68278
CA,EAST PALO ALTO LIBRARY,2415 UNIVERSITY AVE.,EAST PALO ALTO,94303,SAN MATEO,7680,2768,52,-122.139573,37.47206
CA,FOSTER CITY LIBRARY,1000 E. HILLSDALE BLVD.,FOSTER CITY,94404,SAN MATEO,23708,2323,38,-122.271152,37.55873
CA,HALF MOON BAY LIBRARY,620 CORREAS ST.,HALF MOON BAY,94019,SAN MATEO,7825,2821,52,-122.430936,37.4617
CA,MILLBRAE LIBRARY,1 LIBRARY AVE.,MILLBRAE,94030,SAN MATEO,26200,3020,52,-122.396378,37.60311
CA,PACIFICA LIBRARY,104 HILTON WAY,PACIFICA,94044,SAN MATEO,6080,2084,52,-122.492364,37.63217
CA,SANCHEZ LIBRARY,1111 TERRA NOVA BLVD.,PACIFICA,94044,SAN MATEO,4444,1672,52,-122.475833,37.58472
CA,PORTOLA VALLEY LIBRARY,765 PORTOLA ROAD,PORTOLA VALLEY,94028,SAN MATEO,6450,2061,52,-122.22815,37.38201
CA,SAN CARLOS LIBRARY,610 ELM ST.,SAN CARLOS,94070,SAN MATEO,21836,3023,52,-122.262743,37.50484
CA,WOODSIDE LIBRARY,3140 WOODSIDE RD.,WOODSIDE,94062,SAN MATEO,4500,2261,52,-122.257082,37.42879
CA,SAN MATEO COUNTY BOOKMOBILE,620 CORREAS STREET,HALF MOON BAY,94019,SAN MATEO,-3,552,48,-122.430936,37.461704
CA,SAN MATEO PUBLIC LIBRARY,55 WEST THIRD AVE.,SAN MATEO,94402,SAN MATEO,93806,2539,52,-122.326964,37.56232
CA,HILLSDALE BRANCH LIBRARY,205 W. HILLSDALE BLVD.,SAN MATEO,94403,SAN MATEO,6468,1357,52,-122.304768,37.5337
CA,MARINA BRANCH LIBRARY,1530 SUSAN COURT,SAN MATEO,94403,SAN MATEO,5329,1345,52,-122.293549,37.55607
CA,SAN RAFAEL PUBLIC LIBRARY,1100 E ST.,SAN RAFAEL,94901,MARIN,14800,2332,52,-122.533105,37.97457
CA,PICKLEWEED LIBRARY,50 CANAL ST.,SAN RAFAEL,94901,MARIN,2185,1506,52,-122.49781,37.96751
CA,NEWHOPE LIBRARY LEARNING CENTER,122 N. NEWHOPE,SANTA ANA,92703,ORANGE,8987,1350,52,-117.928808,33.74533
CA,SANTA ANA PUBLIC LIBRARY,26 CIVIC CENTER PLAZA,SANTA ANA,92701,ORANGE,39790,3016,52,-117.874197,33.74848
CA,SANTA BARBARA PUBLIC LIBRARY,40 E. ANAPAMU ST.,SANTA BARBARA,93101,SANTA BARBARA,52000,2401,49,-119.703918,34.42383
CA,GOLETA LIBRARY,500 N. FAIRVIEW AVE.,GOLETA,93117,SANTA BARBARA,15000,2860,52,-119.830601,34.44732
